"","launched","state","backers","duration_days","mean_pledged","percent_pledged","pledged_byday","usd_goal_lvl","region","percent_pledged_lvl"
"6125","October","failed",1,30,1,0.01,0.0333333333333333,">=10000 & <50000","North America","<100"
"6143","May","successful",182,20,24.0604395604396,291.933333333333,218.95,"<2000","North America",">100"
"6196","July","successful",32,8,105.96875,135.64,423.875,">=2000 & <10000","North America",">100"
"6220","June","failed",6,30,8.5,1.7,1.7,">=2000 & <10000","North America","<100"
"6245","March","failed",28,30,77.6785714285714,10.875,72.5,">=10000 & <50000","North America","<100"
"6264","March","successful",283,40,27.0358657243816,104.399967797792,191.27875,">=2000 & <10000","North America",">100"
"6267","December","failed",49,45,263.726326530612,25.635547870841,287.168666666667,">=50000 & <100000","Europe","<100"
"6276","February","failed",8,30,24.75,3.96,6.6,">=2000 & <10000","North America","<100"
"6293","June","successful",327,21,29.2959021406728,167.845116075339,456.179047619048,">=2000 & <10000","Europe",">100"
"6305","July","failed",4,30,89.0575,6.77504816497622,11.8743333333333,">=2000 & <10000","Asia & Pacific","<100"
"6339","May","failed",2,7,48,2,13.7142857142857,">=2000 & <10000","North America","<100"
"6445","August","failed",21,45,199.571428571429,41.91,93.1333333333333,">=10000 & <50000","North America","<100"
"6468","March","failed",5,30,25.618,4.55013711866093,4.26966666666667,">=2000 & <10000","Europe","<100"
"6526","January","successful",2213,27,121.464952553095,896.006466666667,9955.62740740741,">=10000 & <50000","North America",">100"
"6553","November","successful",131,24,79.1221374045802,103.660366036604,431.875,">=2000 & <10000","North America",">100"
"6556","November","failed",8,30,6.71,3.59978540772532,1.78933333333333,"<2000","Europe","<100"
"6568","June","successful",242,32,33.3719008264463,124.246153846154,252.375,">=2000 & <10000","North America",">100"
"6569","April","failed",25,36,14.4192,0.853142887706913,10.0133333333333,">=10000 & <50000","Europe","<100"
"6578","May","successful",418,29,67.6953588516746,275.206599513517,975.746896551724,">=10000 & <50000","Europe",">100"
"6608","March","successful",513,32,31.1260038986355,105.609996137423,498.98875,">=10000 & <50000","Europe",">100"
"6630","October","failed",39,30,107.615384615385,27.98,139.9,">=10000 & <50000","North America","<100"
"6638","May","successful",25,30,20.4,340,17,"<2000","North America",">100"
"6649","May","successful",266,30,35.5977443609023,225.452380952381,315.633333333333,">=2000 & <10000","North America",">100"
"6658","March","successful",80,30,51.3375,136.9,136.9,">=2000 & <10000","North America",">100"
"6662","October","failed",0,30,0,0,0,">=10000 & <50000","Europe","<100"
"6688","April","successful",5051,45,55.417739061572,699.7875,6220.33333333333,">=10000 & <50000","North America",">100"
"6719","May","failed",8,34,52,16.64,12.2352941176471,">=2000 & <10000","North America","<100"
"6748","January","successful",253,28,82.99604743083,139.986666666667,749.928571428571,">=10000 & <50000","North America",">100"
"6749","April","failed",0,30,0,0,0,"<2000","North America","<100"
"6764","April","failed",9,30,53.2255555555556,6.49995793610087,15.9676666666667,">=2000 & <10000","North America","<100"
"6804","May","failed",3,43,50,1.5,3.48837209302326,">=10000 & <50000","North America","<100"
"6881","September","successful",70,32,110.042857142857,154.06,240.71875,">=2000 & <10000","North America",">100"
"6893","April","successful",16,7,32.4275,216.670842729475,74.12,"<2000","North America",">100"
"6911","April","failed",9,35,65.2922222222222,0.710836436128389,16.7894285714286,">=50000 & <100000","Asia & Pacific","<100"
"6923","October","failed",2,30,3.27,0.0199925593441218,0.218,">=10000 & <50000","Europe","<100"
"6951","January","successful",1077,21,87.8235840297122,337.807142857143,4504.09523809524,">=10000 & <50000","North America",">100"
"6954","March","failed",0,30,0,0,0,">=10000 & <50000","North America","<100"
"7008","June","successful",314,41,72.6603503184713,139.019995661595,556.471951219512,">=10000 & <50000","Europe",">100"
"7033","April","failed",10,30,49.242,16.9001033047215,16.414,">=2000 & <10000","Europe","<100"
"7042","September","failed",1,30,1,0.05,0.0333333333333333,">=2000 & <10000","North America","<100"
"7044","February","failed",117,31,48.4700854700855,37.8066666666667,182.935483870968,">=10000 & <50000","North America","<100"
"7068","March","failed",4,60,39.4125,0.0999973930270514,2.6275,">=100000","Asia & Pacific","<100"
"7079","May","failed",0,30,0,0,0,"<2000","North America","<100"
"7095","April","successful",88,15,98.6686363636364,503.250934592981,578.856,"<2000","Europe",">100"
"7108","September","successful",165,30,76.5878787878788,126.37,421.233333333333,">=10000 & <50000","North America",">100"
"7109","August","failed",1,45,4.02,0.00166695997421769,0.0893333333333333,">=100000","North America","<100"
"7126","August","successful",23,27,35.8260869565217,329.6,30.5185185185185,"<2000","North America",">100"
"7134","August","failed",6,30,120.5,2.892,24.1,">=10000 & <50000","North America","<100"
"7136","October","successful",35,32,45.6,159.6,49.875,"<2000","North America",">100"
"7154","November","successful",528,30,57.0673863636364,170.681386904728,1004.386,">=10000 & <50000","Europe",">100"
"7175","August","failed",3,45,55.3333333333333,0.553333333333333,3.68888888888889,">=10000 & <50000","North America","<100"
"7275","December","successful",1246,35,101.398876404494,192.784118652344,3609.8,">=50000 & <100000","North America",">100"
"7278","August","failed",607,32,23.7265238879736,57.608,450.0625,">=10000 & <50000","North America","<100"
"7388","February","successful",14,60,37.1428571428571,130,8.66666666666667,"<2000","North America",">100"
"7397","October","failed",76,33,71.0526315789474,43.2,163.636363636364,">=10000 & <50000","North America","<100"
"7505","November","failed",49,30,21.6326530612245,21.2,35.3333333333333,">=2000 & <10000","North America","<100"
"7508","January","successful",1304,30,112.19018404908,365.74,4876.53333333333,">=10000 & <50000","North America",">100"
"7579","May","successful",157,35,37.5256687898089,106.480040629027,168.329428571429,">=2000 & <10000","Europe",">100"
"7592","November","failed",24,35,29.7083333333333,3.565,20.3714285714286,">=10000 & <50000","North America","<100"
"7652","August","successful",342,32,29.8040935672515,119.917647058824,318.53125,">=2000 & <10000","North America",">100"
"7664","July","successful",62,30,22.9193548387097,177.625,47.3666666666667,"<2000","North America",">100"
"7682","May","failed",520,29,70.8280576923077,65.6520032542052,1270.02034482759,">=50000 & <100000","Europe","<100"
"7707","March","successful",687,21,99.5146433770014,1232.52500960001,3255.55047619048,">=2000 & <10000","Europe",">100"
"7715","May","failed",2,30,15.485,0.3999591904733,1.03233333333333,">=2000 & <10000","Europe","<100"
"7726","January","failed",0,30,0,0,0,">=2000 & <10000","Europe","<100"
"7729","August","failed",2,60,1.52,0.160098587024641,0.0506666666666667,"<2000","North America","<100"
"7757","April","successful",173,26,59.485549132948,411.64,395.807692307692,">=2000 & <10000","North America",">100"
"7782","March","failed",2,30,8,0.106666666666667,0.533333333333333,">=10000 & <50000","North America","<100"
"7792","October","failed",8,30,37.75,0.690096430693296,10.0666666666667,">=10000 & <50000","North America","<100"
"7808","July","successful",24,30,266.40625,1346.42112578179,213.125,"<2000","Asia & Pacific",">100"
"7844","February","successful",7,30,30,105,7,"<2000","North America",">100"
"7855","May","successful",4357,30,38.5682464998852,112.0279,5601.395,">=100000","North America",">100"
"7873","February","failed",6,30,24.755,19.9997306977621,4.951,"<2000","Europe","<100"
"7909","October","successful",338,30,29.3041124260355,169.980075613134,330.159666666667,">=2000 & <10000","Europe",">100"
"7969","November","successful",241,30,43.6182572614108,131.4,350.4,">=2000 & <10000","North America",">100"
"7975","May","failed",10,60,21.276,3.88001779891602,3.546,">=2000 & <10000","Europe","<100"
"7978","July","failed",0,30,0,0,0,"<2000","North America","<100"
"7992","September","successful",418,30,32.5475119617225,110.400024668837,453.495333333333,">=10000 & <50000","Europe",">100"
"7996","April","failed",2,35,16.5,0.066,0.942857142857143,">=50000 & <100000","North America","<100"
"8015","August","failed",1,30,1,0.2,0.0333333333333333,"<2000","North America","<100"
"8025","May","successful",399,16,89.7771679197995,532.241691591521,2238.818125,">=2000 & <10000","Europe",">100"
"8058","February","failed",41,30,23.0368292682927,7.17496862646195,31.4836666666667,">=10000 & <50000","Europe","<100"
"8066","June","failed",2,57,6.525,0.0733062053562401,0.228947368421053,">=10000 & <50000","Europe","<100"
"8081","February","successful",135,30,18.3481481481481,123.85,82.5666666666667,">=2000 & <10000","North America",">100"
"8083","April","failed",1,30,1,0.1,0.0333333333333333,"<2000","North America","<100"
"8101","May","failed",130,10,18.1538461538462,67.4285714285714,236,">=2000 & <10000","North America","<100"
"8116","October","successful",47,18,51,958.8,133.166666666667,"<2000","North America",">100"
"8121","June","failed",1,60,7.14,8.33722559551611,0.119,"<2000","Asia & Pacific","<100"
"8135","January","failed",1,45,5,0.909090909090909,0.111111111111111,"<2000","North America","<100"
"8140","November","successful",1929,35,60.5791187143598,138.33838787176,3338.77485714286,">=50000 & <100000","Europe",">100"
"8147","November","failed",0,45,0,0,0,">=10000 & <50000","North America","<100"
"8221","May","failed",1,30,28.81,4.00038879169097,0.960333333333333,"<2000","Europe","<100"
"8250","August","failed",0,30,0,0,0,">=10000 & <50000","North America","<100"
"8253","August","failed",4,45,34.5,6.9,3.06666666666667,">=2000 & <10000","North America","<100"
"8284","February","failed",39,30,19.5641025641026,1.526,25.4333333333333,">=50000 & <100000","North America","<100"
"8288","June","failed",53,30,45.6677358490566,37.2599850676191,80.6796666666667,">=2000 & <10000","Europe","<100"
"8289","September","failed",1,42,1.54,0.0166622847021833,0.0366666666666667,">=2000 & <10000","Europe","<100"
"8312","September","failed",1,29,10,0.02,0.344827586206897,">=50000 & <100000","North America","<100"
"8319","November","failed",5,42,49,1.63333333333333,5.83333333333333,">=10000 & <50000","North America","<100"
"8331","October","failed",37,7,67.3643243243243,69.2023000058305,356.068571428571,">=2000 & <10000","North America","<100"
"8344","February","failed",3,27,10.5666666666667,0.600093516150466,1.17407407407407,">=2000 & <10000","Europe","<100"
"8399","July","successful",662,46,93.9229607250755,203.859016393443,1351.67391304348,">=10000 & <50000","North America",">100"
"8408","May","successful",408,30,123.394607843137,314.65625,1678.16666666667,">=10000 & <50000","North America",">100"
"8439","June","successful",1154,21,20.8752166377816,481.8,1147.14285714286,">=2000 & <10000","North America",">100"
"8480","May","failed",35,60,24.8285714285714,43.45,14.4833333333333,">=2000 & <10000","North America","<100"
"8496","January","failed",6,32,7.07833333333333,0.599948579872128,1.3271875,">=2000 & <10000","Europe","<100"
"8515","October","successful",183,33,21.3715846994536,195.55,118.515151515152,">=2000 & <10000","North America",">100"
"8534","March","successful",58,14,63.5122413793103,217.249839290875,263.122142857143,"<2000","Europe",">100"
"8554","September","failed",9,21,40.6666666666667,36.6,17.4285714285714,"<2000","North America","<100"
"8562","March","failed",23,35,24.0869565217391,2.77,15.8285714285714,">=10000 & <50000","North America","<100"
"8570","February","successful",161,30,81.2670807453416,261.68,436.133333333333,">=2000 & <10000","North America",">100"
"8580","January","failed",4,30,30.25,0.0972324901160361,4.03333333333333,">=100000","North America","<100"
"8627","June","successful",81,21,113.206049382716,1411.59020935961,436.651904761905,"<2000","Europe",">100"
"8652","November","successful",385,26,27.5351168831169,151.443142857143,407.731538461538,">=2000 & <10000","North America",">100"
"8665","October","successful",4955,24,178.019878910192,1764.177,36753.6875,">=50000 & <100000","North America",">100"
"8716","April","failed",5,31,10.096,0.300019553572331,1.62838709677419,">=10000 & <50000","Europe","<100"
"8724","November","successful",133,31,78.9924812030075,105.06,338.903225806452,">=10000 & <50000","North America",">100"
"8725","July","successful",1065,30,132.293061032864,3977.29540058886,4696.40366666667,">=2000 & <10000","Europe",">100"
"8772","May","successful",42,30,31.1904761904762,131,43.6666666666667,"<2000","North America",">100"
"8817","July","successful",407,30,31.2071744471744,127.0132,423.377333333333,">=10000 & <50000","North America",">100"
"8847","June","failed",161,30,74.1242236024845,34.0971428571429,397.8,">=10000 & <50000","North America","<100"
"8873","January","successful",121,31,53.8847933884298,102.85612422129,210.324516129032,">=2000 & <10000","Europe",">100"
"8891","December","failed",9,30,9,0.162,2.7,">=50000 & <100000","North America","<100"
"8922","July","failed",2,43,10.355,6.39888768731655,0.481627906976744,"<2000","Europe","<100"
"8928","June","failed",66,30,53.7575757575758,17.74,118.266666666667,">=10000 & <50000","North America","<100"
